,ViolationComment,TEAMCODE,FULLNAME
234,"    GATES TEST MUST BE PERFORMED EVERY FIVE YEARS. HAVE A LICENSED PLUMBER PEROM AND PURCHASE PERMIT FOR FOLLOWING ADDRESSES; 3821, 3903, AND 3909 HERWOOD APARTMENTS.     COMPLIANCE WITHIN 30 DAYS",APT/HTL,BRIAN ARNDT
235,"    PROVIDE OR PURCHASE THE FOLLOWING PERMITS FOR 3821, 3903, AND 3909 SHERWOOD.     A4- ACCESS GATE PERMIT     K1- KEY BOX PERMIT     COMPLIANCE WITHIN 14 DAYS",APT/HTL,BRIAN ARNDT
239,REPAIRED MANUAL PULL STATION,APT/HTL,TIEN CHAU
240,NoData,APT/HTL,TIEN CHAU
267,"repair pull station. created error, refer to 19134992",APT/HTL,TIEN CHAU
268,candace smith 713 777 6811,APT/HTL,TIEN CHAU
480,The correct size fire extinguishers needed in all areas that areas considered business areas. 2A: 10 BC needed in these areas.,APT/HTL,GABRIEL SIMON
481,Remove any extension cords and rigged wiring throughout property.,APT/HTL,GABRIEL SIMON
482,Failsafe on entry/exit automatic gates needs to be repair to working order.,APT/HTL,GABRIEL SIMON
483,NoData,APT/HTL,GABRIEL SIMON
484,NoData,APT/HTL,GABRIEL SIMON
485,"Gas test must be performed every 5 years, proof of gas test needed.",APT/HTL,GABRIEL SIMON
486,Access gate permit needed. Gas test permits needed.,APT/HTL,GABRIEL SIMON
487,NoData,APT/HTL,GABRIEL SIMON
488,Sec. 10-213. Posting of residential unit numbers. Each residential unit and each lodging unit shall have a residential unit number posted and maintained on or within 18 inches of the principal entrance to the unit or such greater distance as the fire marshal may approve. The unit numbers must be of contrasting color to door or mounting wall.,APT/HTL,GABRIEL SIMON
489,Repair any holes in the ceilings or walls throughout property.,APT/HTL,GABRIEL SIMON
490,NoData,APT/HTL,GABRIEL SIMON
491,Label all electrical panels that correspond with the apt. unit.,APT/HTL,GABRIEL SIMON
492,"Ensure smoke alarms are installed 4 inches from any corner and not lower than 12 inches from the ceiling. When replacing expired, missing or broken smoke detectors, they must be replaced with a lithium battery, tamper resistant smoke detector.",APT/HTL,GABRIEL SIMON
493,"A change of use is needed for apartments being used as an office. # 307 and 312, and any another apartment being use as a business.",APT/HTL,GABRIEL SIMON
494,"Replace all electrical covers throughout the property light switches, outlets and electrical panels.",APT/HTL,GABRIEL SIMON
495,Fire extinguishers must be inspected by a certified company annually.,APT/HTL,GABRIEL SIMON
496,NoData,APT/HTL,GABRIEL SIMON
588,NoData,APT/HTL,STUART PETERS
639,NoData,APT/HTL,JAY WARREN
680,INFORMATION ONLY.,APT/HTL,ANTHONY TAYLOR
681,NoData,APT/HTL,ANTHONY TAYLOR
682,INFORMATION ONLY.,APT/HTL,ANTHONY TAYLOR
683,INFORMATION ONLY.,APT/HTL,ANTHONY TAYLOR
684,REPAIR ASAP.,APT/HTL,ANTHONY TAYLOR
696,INFORMATION ONLY.,APT/HTL,ANTHONY TAYLOR
697,HOOK DRYES TO VENTING SYSTEM. CLEAN LINT.,APT/HTL,ANTHONY TAYLOR
698,LABEL ELECTRICAL PANELS FOR EACH APARTMENT UNIT.,APT/HTL,ANTHONY TAYLOR
699,PAINT ALL KEY BOXES AND FAIL-SAFE BOXES RED.,APT/HTL,ANTHONY TAYLOR
700,PROVIDE ALL APARTMENTS WITH A FIRE EXTINGUISHER. PROVIDE LAUNDRY ROOMS WITH A FIRE EXTINGUISHER. LOWER FIRE EXTINGUISHER IN LAUNDRY ROOM.,APT/HTL,ANTHONY TAYLOR
701,PROVIDE SMOKE DETECTORS IN ALL BEDROOMS.,APT/HTL,ANTHONY TAYLOR
702,HAVE TENANTS IN APT. 2047 REMOVE PROPANE BOTTLE FROM PROPERTY. SEND OUT COOKING ADDENDUM.,APT/HTL,ANTHONY TAYLOR
703,APPLY FOR KEY BOX PERMIT. PROVIDE BOILER PERMIT.,APT/HTL,ANTHONY TAYLOR
704,PROVIDE FAIL-SAFE ON ENTRANCE AND EXIT GATES. KEYS TO FAIL-SAFE MUST BE PUT IN 911 BOX. EXIT GATE NEEDS REPAIR.,APT/HTL,ANTHONY TAYLOR
705,PROVIDE BLUE MARKERS.,APT/HTL,ANTHONY TAYLOR
706,INFORMATION ONLY.,APT/HTL,ANTHONY TAYLOR
707,HAVE A GAS TEST PERFORMED BY A LICENCED PLUMBER. 1. All natural gas systems shall be in accordance with the City of Houston Building Code (plumbing code). Contact the Building code official for any questions regarding this issue and permit requirements.,APT/HTL,ANTHONY TAYLOR
708,KEY TO PAD-LOCK MUST BE PUT IN 911 BOX.,APT/HTL,ANTHONY TAYLOR
709,MAKE SURE ALL FIRE EXTINGUISHERS IN COMMON AREAS ARE SERVICED. (BOILER),APT/HTL,ANTHONY TAYLOR
710, Have a responsible contractor inspect all draft stops in the complex and itemize repairs made for each building and include a statement on their letterhead that all draft stops have been inspected and have been repaired or replaced to the required fire-resistance-rated construction required in accordance with the Houston Fire and Building Codes. (Note: At the very least they are required to obtain a repair permit thru one stop at Building Department),APT/HTL,ANTHONY TAYLOR
711,SUBMIT GATE PLANS. ANY ALTERATIONS OR CHANGES TO THE GATES MUST BE SUBMITTED AND APPROVED BY THE FIRE MARSHAL'S OFFICE.,APT/HTL,ANTHONY TAYLOR
712,"1. Properties with 3 or more units are required to register with the City of Houston as required by Ordinance No. 2006-1124 (Apartment Security Ordinance). 2. Please contact the City of Houston ""Multi-Family Rental Property Registration"" at 832-394-8841 or log on to www.houstonmultifamily.org for any registration questions. 3. Provide the name, address and contact information for at least one responsible person for compliance with and violations of this code.",APT/HTL,ANTHONY TAYLOR
764,NoData,APT/HTL,DOUGLAS MENDIZABAL
765,NoData,APT/HTL,DOUGLAS MENDIZABAL
837,NoData,APT/HTL,TONY PATTERSON
871,NoData,APT/HTL,GABRIEL SIMON
872,NoData,APT/HTL,GABRIEL SIMON
874,NoData,APT/HTL,DOUGLAS MENDIZABAL
875,NoData,APT/HTL,DOUGLAS MENDIZABAL
894,NoData,APT/HTL,VICTOR KIZZEE
921,No storage is allowed in electrical rooms or mechanical rooms.,APT/HTL,RAMIRO REYNA
922,Fire alarm due for its annual inspection.,APT/HTL,RAMIRO REYNA
971,gate complaints from 84's: fix gate according to approved plans. remove barriers. follow up with inspector regarding general inspection including # 2 Goodson,APT/HTL,OLIVER AYES
1117,   THE EMERGENCY ACCESS GATES ARE NON COMPLIANT TO LSB 04 STANDARD. THE GATES ARE NOT EQUIPPED WITH FAIL-SAFE FEATURE AND ALL 911 BOXES MUST BE UL 1037 TAMPER PROOF APPROVED. THE KNOX BOX 3200 HINGED SERIES WITH ALARM SWITCH IS THE ONLY BOX THAT MEETS IFC 2012 506.1.     COMPLIANCE WITHIN 30 DAYS,APT/HTL,BRIAN ARNDT
1118,    INSTALL SIGNS ON BOTH GATES TO INFORM FIRE DEPARTMENT THAT HYDRANTS ARE LOCATED INSIDE OF COMPLEX.     COMPLIANCE WITHIN 30 DAYS,APT/HTL,BRIAN ARNDT
1119,    APPLY AND PURCHASE THE FOLLOWING PERMITS;     1) ACCESS GATE PERMIT     2) KEY BOX PERMIT     COMPLIANCE WITHIN 30 DAYS,APT/HTL,BRIAN ARNDT
1120,    INSTALL BLUE HYDRANT MARKERS IN STREET AS PER STANDARD AND PAINT CURBS RED TO IDENTIFY HYDRANT LOCATION AND NO PARKING AREA.    COMPLIANCE WITHIN 30 DAYS,APT/HTL,BRIAN ARNDT
1155,NoData,APT/HTL,VICTOR KIZZEE
1177,FYI: LAST GAS LEAK TEST PERFORMED ON 5/24/2017. GOOD UNTIL 5/24/2022.,APT/HTL,STUART PETERS
1178,INFORMATION ONLY.,APT/HTL,STUART PETERS
1179,INFORMATION ONLY.,APT/HTL,STUART PETERS
1180,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
1181,INFORMATION ONLY.,APT/HTL,STUART PETERS
1182,INFORMATION ONLY.,APT/HTL,STUART PETERS
1183,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
1184,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
1185,FYI: LAST FIRE EXTINGUISHER INSPECTION PERFORMED ON 7/2019.,APT/HTL,STUART PETERS
1186,NoData,APT/HTL,STUART PETERS
1238,NoData,APT/HTL,ANTHONY TAYLOR
1315,NoData,APT/HTL,ANTHONY TAYLOR
1316,NoData,APT/HTL,ANTHONY TAYLOR
1334,NoData,APT/HTL,ANTHONY TAYLOR
1335,NoData,APT/HTL,ANTHONY TAYLOR
1359,No storage is allowed in electrical rooms or mechanical rooms.,APT/HTL,RAMIRO REYNA
1360,Fire alarm due for its annual inspection.,APT/HTL,RAMIRO REYNA
1421,    SHEETROCK IN BOILER ROOM HAS BEEN DAMAGED. ALL SHEETROCK MUST BE REPAIRED TO MAINTAIN FIRE RATINGS OF WALLS.     COMPLIANCE WITHIN 30 DAYS,APT/HTL,BRIAN ARNDT
1424,Re-inspection fee may be issued if all violations are not corrected by the First Re-inspection.,APT/HTL,SHANE BLAKE
1425,72 hours notice given to repair Fire Alarm System. The Fire Alarm is currently on test mode. Provide a self-fire watch when ever fire life safety equipment is inoperable.,APT/HTL,SHANE BLAKE
1426,72 hours notice given to repaire fire alarm.,APT/HTL,SHANE BLAKE
1427,Citations may be issued on the Second Re-inspection if all violations are not corrected at that time.,APT/HTL,SHANE BLAKE
1428,NoData,APT/HTL,SHANE BLAKE
1429,NoData,APT/HTL,SHANE BLAKE
1430,NoData,APT/HTL,SHANE BLAKE
1439,"    KEY BOX IS DAMAGED AND DOES NOT MEET CURRENT CODE. ALL KEY BOXES AS PER IFC 2012 MUST BE UL 1037 TAMPER PROOF. REPLACE 911 KEY BOX AT MAIN ENTRANCE GATE WITH ""KNOX BOX 3200 HINGED SERIES WITH MICRO OR TOGGLE SWITCH. BOXES ARE KEYED TO LOCAL FIRE DEPARTMENT. THIS FACILITY WOULD CHOOSE HOUSTON FIRE DEPARTMENT WHEN PURCHASING BOX.    COMPLIANCE WITHIN 30 DAYS",APT/HTL,BRIAN ARNDT
1440,"    ALL ACCESS GATES MUST BE IN COMPLIANT WITH LSB 04 STANDARD. THIS GATE DOES NOT HAVE A 'FAILSAFE"" DEVICE AS PER LSB 04 STANARD. INSTALL FAIL-SAFE DEVICE ON ALL AUTOMATIC GATES.     COMPLIANCE WITHIN 30 DAYS",APT/HTL,BRIAN ARNDT
1460,"ENSURE THAT ALL FIRE PROTECTION SYSTEM IS UP TO DATE. 1.E. SPRINKLERS, ALARM PANEL, FDC ROOMS ETC. 911 PADLOCK IS MISSING ON SIDE GATE, 911 BOX INOPERABLE AT FRONT GATE. HYDRANT SIGNS INDICATING NUMBER OF HYDRANTS IS MISSING ON 2 GATES. PLS. FORWARD HYDRANT FLOW TEST RESULTS. SIGN AND RETURN LETTER OF COMPLIANCE FOR ATTIC FIREWALL.",APT/HTL,OLIVER AYES
1461,NoData,APT/HTL,BRIAN ARNDT
1466,PARKING ON FIRE LANE AND FIRE DEPARTMENT ACCESS LANE INDICATED BY PAINTED RED CURVE AND SIGNS IS PROHIBITED AND SUBJECT TO FINES AND TOWING.,APT/HTL,OLIVER AYES
1559,"Required every 5 years and must be completed with an approved permit from the Building Department.  PROVIDE A PNEUMATIC GAS TEST BY A LICENSED PLUMBER REQUIRED ONCE EVERY FIVE YEARS, A PERMIT FROM THE BUILDING DEPT. MUST BE OBTAINED FOR THIS TEST",APT/HTL,TIEN CHAU
1560,obtain current a4 gate permit,APT/HTL,TIEN CHAU
1561,"Tyler Aguilar 713 641 2787 Properties with 3 or more units are required to register with the City of Houston as required by Ordinance No. 2006-1124 (Apartment Security Ordinance). Please contact the City of Houston ""Multi-Family Rental Property Registration"" at 832-394-8841 or log on to http://www.houstonmultifamily.org/ Provide copy of lease agreement with smoke detector, fire extinguisher and open Flame cooking policy or addendum.",APT/HTL,TIEN CHAU
1562,"repair all wall and ceiling penetration in boilder 1,2",APT/HTL,TIEN CHAU
1563,replace missing lock on side gate replace rusted lock on side gate Replace lock with 911 falcon lock,APT/HTL,TIEN CHAU
1564,"label the laundry room 1, 2 label the boiler room  1, 2",APT/HTL,TIEN CHAU
1565,"replace missing/operation smoke detector in unit#52,93 check all other unit Provide letter that states ""All units have been supplied with smoke alarms in sleeping areas"" January 1, 2017 as  battery operated single station alarm is replaced, that smoke alarm shall be replaced with tamper-resistant battery-operated single station smoke alarm.",APT/HTL,TIEN CHAU
1566,"When draft stops have been altered, damaged, breached or penetrated have a responsible party inspect all draft stops in the complex and itemize repairs made for each building and include a statement on their letterhead that all draft stops have been inspected and have been repaired or replaced to the required fire-resistance-rated construction required in accordance with the Houston Fire and Building Codes. Once completed, provide a letter that states ""All draft stops are being maintained and are code compliant.""",APT/HTL,TIEN CHAU
1567,"Service out of date fire extinguisher in boiler,office/laundry room.",APT/HTL,TIEN CHAU
1568,NoData,APT/HTL,TIEN CHAU
1569,"1350 & 1330 GREENS PRKY. 3 STORY NON ALARMED/NON SPRINKLERED 362 UNIT APT. 3 BOILERS/2 LAUNDRY ROOMS/1 MAINTENANCE ROOM. LAST GAS LEAK TEST WITHIN 5 YRS AGO. 1. FINALIZE ALL HABITABILITY REPAIR ORDERS FROM BUILDING CODE ENFORCEMENT TO ENSURE CODE COMPLIANCE FOR GENERAL FIRE SAFETY & OBTAIN PERMITS PRIOR TO REPAIRS. 2. TEST HYDRANT FOR PRESSURE AND MAKE REPAIRS FRO PROPER HEIGHT. 3. RETURN ATTIC FIREWALL LETTER TO FMO OFFICIAL AFTER ENSURING THAT IT IS UP TO CODE. 4. MAINTAIN SHEET ROCK INTEGRITY SPECIALLY FOR BOILER /LAUNDRY ROOMS & PROPER HOUSEKEEPING REQUIRED FOR MAINTENANCE ROOM. FIRE EXT, REQUIRED WITH CURRENT TAGS.",APT/HTL,OLIVER AYES
1606,FYI: CERTIFICATE OF OCCUPANCY AND FIRE ALARM PERMIT POSTED.,APT/HTL,STUART PETERS
1607,NO VIOLATIONS FOUND. PERMIT APPROVED.,APT/HTL,STUART PETERS
1608,FYI: ALL EXIT DOORS HAVE CORRECT HARDWARE.,APT/HTL,STUART PETERS
1609,FYI: ALL EXIT AND EMERGENCY LIGHTS ARE WORKING.,APT/HTL,STUART PETERS
1610,FYI: LAST FIRE EXTINGUISHER INSPECTION PERFORMED 10/2019.,APT/HTL,STUART PETERS
1611,FYI: LAST FIRE ALARM INSPECTION PERFORMED ON 7/8/2019.,APT/HTL,STUART PETERS
1612,NoData,APT/HTL,STUART PETERS
1691,FYI: CERTIFICATE OF OCCUPANCY AND FIRE ALARM PERMIT POSTED.,APT/HTL,STUART PETERS
1692,NO VIOLATIONS FOUND. PERMIT APPROVED.,APT/HTL,STUART PETERS
1693,FYI: ALL EXIT DOORS HAVE CORRECT HARDWARE.,APT/HTL,STUART PETERS
1694,FYI: ALL EXIT AND EMERGENCY LIGHTS ARE WORKING.,APT/HTL,STUART PETERS
1695,FYI: LAST FIRE EXTINGUISHER INSPECTION PERFORMED 10/2019.,APT/HTL,STUART PETERS
1696,FYI: LAST FIRE ALARM INSPECTION PERFORMED ON 7/8/2019.,APT/HTL,STUART PETERS
1712,NoData,APT/HTL,ANTHONY TAYLOR
1713,NoData,APT/HTL,ANTHONY TAYLOR
1719,NoData,APT/HTL,ANTHONY TAYLOR
1720,NoData,APT/HTL,ANTHONY TAYLOR
1818,NoData,APT/HTL,ANTHONY TAYLOR
1819,NoData,APT/HTL,ANTHONY TAYLOR
2022,REPLACE FIRE EXTINGUISHER IN UNIT 1324.,APT/HTL,STUART PETERS
2023,NoData,APT/HTL,STUART PETERS
2065,INFORMATION ONLY.,APT/HTL,STUART PETERS
2066,REMOVE DEADBOLT IN SUNROOM (STREET SIDE EXIT).,APT/HTL,STUART PETERS
2067,REMOVE EXIT LIGHT IN BEDROOM (NO EXIT THERE). CORRECT EXIT IN HALLWAY THAT POINTS TO RIGHT (COVER RIGHT ARROW).,APT/HTL,STUART PETERS
2068,FYI: FIRE EXTINGUISHER LAST INSPECTION PERFORMED ON 12/2019.,APT/HTL,STUART PETERS
2069,FYI: SPRINKLER SYSTEM LAST ANNUAL INSPECTION PERFORMED ON 12/23/2019.,APT/HTL,STUART PETERS
2070,FYI: FIRE ALARM LAST ANNUAL INSPECTION PERFORMED ON 11/12/2019.,APT/HTL,STUART PETERS
2077,INFORMATION ONLY.,APT/HTL,STUART PETERS
2078,REMOVE DEADBOLT IN SUNROOM (STREET SIDE EXIT).,APT/HTL,STUART PETERS
2079,REMOVE EXIT LIGHT IN BEDROOM (NO EXIT THERE). CORRECT EXIT IN HALLWAY THAT POINTS TO RIGHT (COVER RIGHT ARROW).,APT/HTL,STUART PETERS
2080,FYI: FIRE EXTINGUISHER LAST INSPECTION PERFORMED ON 12/2019.,APT/HTL,STUART PETERS
2081,FYI: SPRINKLER SYSTEM LAST ANNUAL INSPECTION PERFORMED ON 12/23/2019.,APT/HTL,STUART PETERS
2082,FYI: FIRE ALARM LAST ANNUAL INSPECTION PERFORMED ON 11/12/2019.,APT/HTL,STUART PETERS
2083,NoData,APT/HTL,STUART PETERS
2216,GATE PLANS ON FILE. REAR GATE: NEED FAILSAFE REPAIRED AND AUTOMATIC SWITCH NOT WORKING. MIDDLE GATE: NEED FAILSAFE KEY FOR 911 BOX. GATE CLOSEST TO OFFICE: NEED BOTH FAILSAFE'S REPAIRED AND NEED ACCESS KEYS.,APT/HTL,STUART PETERS
2217,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
2218,INFO ONLY.,APT/HTL,STUART PETERS
2219,INFO ONLY.,APT/HTL,STUART PETERS
2220,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
2221,FYI: KEEP VENTS CLEAR OF LINT BUILDUP.,APT/HTL,STUART PETERS
2222,INFO ONLY.,APT/HTL,STUART PETERS
2223,SIGN LETTER PROVIDED.,APT/HTL,STUART PETERS
2224,REPLACE FIRE EXTINGUISHER IN LAUNDRY ROOM.,APT/HTL,STUART PETERS
2225,FIRE ALARM MUST BE MAINTAINED OR REMOVED. YOUR FIRE ALARM IS NOT REQUIRED AND CAN BE REMOVED. TO REMOVE YOU MUST GIVE ME A LETTER ON YOUR LETTER HEAD REQUESTING REMOVAL OF FIRE ALARMS SIGNED BY OWNER. YOU MUST HAVE YOUR FIRE ALARM CO. REMOVE FIRE ALARM SYSTEM (PERMITS REQUIRED). SMOKE DETECTORS MUST BE INSTALLED AND OPERATIONAL.,APT/HTL,STUART PETERS
2226,NoData,APT/HTL,STUART PETERS
2227,NoData,APT/HTL,STUART PETERS
2409,NoData,APT/HTL,TIEN CHAU
2521,NoData,APT/HTL,GABRIEL SIMON
2522,NoData,APT/HTL,GABRIEL SIMON
2565,NoData,APT/HTL,GABRIEL SIMON
2566,Public assembly permit needed,APT/HTL,GABRIEL SIMON
2567,Ensure exit lights are working properly.,APT/HTL,GABRIEL SIMON
2568,Info for cook system.,APT/HTL,GABRIEL SIMON
2569,NoData,APT/HTL,GABRIEL SIMON
2570,Gas test needed every 5th year.,APT/HTL,GABRIEL SIMON
2571,Remove curtain located in front of rear exit in dressing.,APT/HTL,GABRIEL SIMON
2572,NoData,APT/HTL,GABRIEL SIMON
2573,NoData,APT/HTL,GABRIEL SIMON
2574,NoData,APT/HTL,GABRIEL SIMON
2586,AS PER CODE,APT/HTL,TIEN CHAU
2587,OBTAIN K1 KEY BOX PERMIT OBTAIN P2 PUBLIC ASSEMBLY PERMIT SHOW FIRE ALARM PERMIT SHOW ELEVATOR PERMIT SHOW PERMIT FOR NEW GAS LINE FOR BBQ AND OUTDOOR FIREPLACES WITH BUILDING DEPARTMENT,APT/HTL,TIEN CHAU
2588,"DANNY WILLIAMS 832 417 7556 Properties with 3 or more units are required to register with the City of Houston as required by Ordinance No. 2006-1124 (Apartment Security Ordinance). Please contact the City of Houston ""Multi-Family Rental Property Registration"" at 832-394-8841 or log on to http://www.houstonmultifamily.org/ Provide copy of lease agreement with smoke detector, fire extinguisher and open Flame cooking policy or addendum.",APT/HTL,TIEN CHAU
2589,PROVIDE COOKING POLICY,APT/HTL,TIEN CHAU
2590,"REPAIR ALL WALL PENETRATION IN FIRE ALARM ROOM, POOL ROOM AND ALL OTHER AREA AS NEEDED.",APT/HTL,TIEN CHAU
2591,PROVIDE KEY FOR FIRE ALARM ROOM BLD 2,APT/HTL,TIEN CHAU
2592,REPAIR EMERGENCY LIGHTING,APT/HTL,TIEN CHAU
2593,"Provide letter that states ""All units have been supplied with smoke alarms in sleeping areas"" January 1, 2017 as  battery operated single station alarm is replaced, that smoke alarm shall be replaced with tamper-resistant battery-operated single station smoke alarm.",APT/HTL,TIEN CHAU
2594,"REMOVE PLASTIC GAS CONTAINER, REMOVE PAIN THINNER OR STORE IN APPROVED FLAMMABLE CABINET",APT/HTL,TIEN CHAU
2595,NO STORAGE IN FIRE ALARM ROOM,APT/HTL,TIEN CHAU
2596,SERVICE OUT OF DATE FIRE EXTINGUISHER IN OFFICE AND MAINTENANCE ROOM,APT/HTL,TIEN CHAU
2597,"ANNUAL SERVICE REQUIRED. 18"" CLEARANCE FROM SPRINKLER HEAD JANITOR ROOM",APT/HTL,TIEN CHAU
2598,ANNUAL SERVICE REQUIRED,APT/HTL,TIEN CHAU
2599,NoData,APT/HTL,TIEN CHAU
2615,NO VIOLATIONS FOUND. PERMIT APPROVED.,APT/HTL,STUART PETERS
2616,FYI: ALL EMERGENCY AND EXIT LIGHTS WORKING PROPERLY.,APT/HTL,STUART PETERS
2617,FYI: LAST FIRE EXTINGUISHER INSPECTION PERFORMED ON 5/2019.,APT/HTL,STUART PETERS
2618,NoData,APT/HTL,STUART PETERS
2637,No Violations Fire Extinguishers last inspection 11/2019,APT/HTL,RAMIRO REYNA
2657,NO VIOLATIONS FOUND. PERMIT APPROVED.,APT/HTL,STUART PETERS
2658,FYI: ALL EMERGENCY AND EXIT LIGHTS WORKING PROPERLY.,APT/HTL,STUART PETERS
2659,FYI: LAST FIRE EXTINGUISHER INSPECTION PERFORMED ON 5/2019.,APT/HTL,STUART PETERS
2687, Information Only. ,APT/HTL,ANTON MACHACEK
2688, Please provide working smoke detectors for unit #608. Shall be installed in every bedroom and living area leading to the exit. ,APT/HTL,ANTON MACHACEK
2775,NO VIOLATIONS AT THIS TIME.,APT/HTL,ANTHONY TAYLOR
2780,No Violations Fire Extinguishers last inspection 11/2019,APT/HTL,RAMIRO REYNA
2797,"Provide a 2A:10BC sized fire extinguisher for each floor, equipment/maintinance room and BBQ area.",APT/HTL,SHANE BLAKE
2798,Re-inspection fee may be issued if all violations are not corrected by the First Re-inspection.,APT/HTL,SHANE BLAKE
2799,"Provide a 2A:10BC sized fire extinguisher for each floor, equipment/maintinance room and BBQ area.",APT/HTL,SHANE BLAKE
2800,"All Assembly, Educational, Institutional and Residential R-1, R-2 and R-4, occupancies (as defined in the Building Code, 2000 edition International Building Code as amended) shall have a test of the building s natural gas system(s), to check for leakage, at least every 5 years.",APT/HTL,SHANE BLAKE
2801,"Remove Items obstructions on second floor walkways. Remove Gate obstructions on second floor walkways. Buildings: K,N,M,L,B",APT/HTL,SHANE BLAKE
2802,Each access gate requires a Hydrant sign.,APT/HTL,SHANE BLAKE
2803,FA: NA FS: NA FEX: Not Installed GAS: Out of Date,APT/HTL,SHANE BLAKE
2804,Charcoal burners and other open-flame cooking devices shall not be operated on combustible balconies or within 10 feet (3048 mm) of combustible construction.,APT/HTL,SHANE BLAKE
2805,Remove non-compliant security bars on bedroom windows.,APT/HTL,SHANE BLAKE
2806,Apply for a Certificate of Occupancy for each building.,APT/HTL,SHANE BLAKE
2807,"Remove Items obstructions on second floor walkways. Remove Gate obstructions on second floor walkways. Buildings: K,N,M,L,B",APT/HTL,SHANE BLAKE
2808,"Remove Items obstructions on second floor walkways. Remove Gate obstructions on second floor walkways. Buildings: K,N,M,L,B",APT/HTL,SHANE BLAKE
2809,Install a 911 lock box on the EXIT side of the access gates or add an exit loop detector to allow emergency vehicles to leave the complex.,APT/HTL,SHANE BLAKE
2810,"Remove Items obstructions on second floor walkways. Remove Gate obstructions on second floor walkways. Buildings: K,N,M,L,B",APT/HTL,SHANE BLAKE
2811,LP-gas burners having an LP-gas container with a water capacity greater than 2.5 pounds [nominal 1 pound (0.454 kg) LP-gas capacity] shall not be located on combustible balconies or within 10 feet (3048 mm) of combustible construction.,APT/HTL,SHANE BLAKE
2812,Label Unit Breakers,APT/HTL,SHANE BLAKE
2813,Citations may be issued on the Second Re-inspection if all violations are not corrected at that time.,APT/HTL,SHANE BLAKE
2814,Send a notice to all owners of the above requirement.,APT/HTL,SHANE BLAKE
2815,Provide keys to all fail-safes and manual access gates.,APT/HTL,SHANE BLAKE
2816,Fire apparatus access roads and Fire Lanes shall have an unobstructed width of not less than 20 feet and an unobstructed vertical clearance of not less than 14 feet.,APT/HTL,SHANE BLAKE
2817,Add required Fail-Safes to all access gates.,APT/HTL,SHANE BLAKE
