,ViolationComment,TEAMCODE,FULLNAME
27, THE STANDPIPE MAY NEED TO BE MAINTAINED AND OPERABLE PRIOR TO AND DURING DEMOLITION OF THE BUILDING   FPM STATED BUILDING IS TO BE ABATED AND DEMOLISHED THIS SUMMER - PROVIDE A LETTER OF INTENT AND ACTION PLAN CONCERNING DEMOLITION ,HighRise,LISA KIMBALL
28, FDC IS STILL IN PLACE - STICKERED TO WARN FIREFIGHTING COMPANIES OF POSSIBLE IMPAIRMENTS OR INOPERATIVE SYSTEM ,HighRise,LISA KIMBALL
29, PLACARDS MUST REMAIN IN PLACE TO WARN THE HOUSTON FIRE DEPARTMENT OF THE UNUSABLE FDC AND SEVERED CONNECTIONS IN THE BUILDING ,HighRise,LISA KIMBALL
30,NoData,HighRise,LISA KIMBALL
31, HOUSEKEEPING IS REQUIRED IN THE ELEVATOR ROOM ,HighRise,LISA KIMBALL
32, REPLACE MISSING DOOR IS REPLACED ON THE ELECTRICAL PANEL IN THE ELECTRICAL ROOM   PROVIDE J BOX COVERS FOR OPEN BOXES IN THE ELEVATOR ROOM IN THE HOAR OFFICE ,HighRise,LISA KIMBALL
33," EMERGENCY EXIT SIGNS ARE OUT ON THE 8TH FLOOR (STAIR B, C & D), THE 7TH FLOOR (STAIR B, C & D), THE 6TH FLOOR (STAIR A, B, C & D), THE 5TH FLOOR (STAIR A, C & D), THE 4TH FLOOR (STAIR A, C & D), THE 3RD FLOOR (STAIR A, B & C), THE 2ND FLOOR (STAIR A, B & C) - CALL SERVICE COMPANY IMMEDIATELY TO REPAIR OR REPLACE COMPONENTS   EMERGENCY EGRESS LIGHTING MUST BE TESTED - LIGHTS WILL NOT ILLUMINATE ON THE 4TH FLOOR (STAIR A, B & C), THE 3RD FLOOR (STAIR A, B & C) AND THE 2ND FLOOR (STAIR A, B &C) - CALL SERVICE COMPANY IMMEDIATELY TO REPAIR OR REPLACE COMPONENTS   SEVERAL EXIT LIGHTS IN THE 1313 SPACE ARE NOT FUNCTIONING/ILLUMINATING AND NEED TO BE REPLACED/REPAIRED   AN EXIT SIGN WAS REMOVED/IS MISSING FROM THE 2ND FLOOR NEXT TO THE ELECTRICAL/MECHANICAL ROOM AND MUST BE REPLACED ",HighRise,LISA KIMBALL
34, THE TANK IS YELLOW TAGGED AND PAST DUE FOR INSPECTION (27JUL15) - CALL SERVICE COMPANY IMMEDIATELY TO SERVICE AND CORRECT ANY DEFICIENCIES   FIRE ALARM IN THE VACANT 1313 IS DISPLAYING 'TROUBLE' AND PAST DUE FOR INSPECTION (2016),HighRise,LISA KIMBALL
35, LOCATE AND IDENTIFY FIRE DEPARTMENT TEST CONNECTIONS ,HighRise,LISA KIMBALL
36, ENSURE THAT UL APPROVED RED CAN IN THE ELEVATOR ROOMS ARE EMPTIED DAILY ,HighRise,LISA KIMBALL
37," STAIRWELL SIGNS ARE MISSING AND NEED TO BE REPLACED FOR THE B STAIRWELL ON THE 7TH, 6TH, 5TH AND 4TH FLOORS ",HighRise,LISA KIMBALL
38,NoData,HighRise,LISA KIMBALL
39," Facility needs to provide inspector with the following report documents that show all systems have passed the appropriate inspection standards.  If reports show test failure, all corrections to the system must be performed prior to fire inspector signing off  on safety survey. In addition to the test reports, provide a short  letter from the fire protection equipment or life safety equipment service companies stating what testing / inspection was completed, whether or not the system is acceptable, red tagged, yellow tagged, or passed/failed.  Do not provide billing invoices or checks paid.  Long term deficiencies will require a letter of intent with a time line arrived at after consultation with the fire inspector. (Management shall obtain an acceptability letter for 3-5 year tests that do not have a letter currently on file). ""    Certificate of Occupancy: Core of Building C of O only - REQUIRED ""    Active Fire Permits: Up to date and Paid - REQUIRED ""    Fire Depository Box Keys Letter: A letter stating all Fire Depository Box keys work properly and have been checked for operation - REQUIRED ""    Fire Marshal Training & Evacuation Letter: A letter stating all fire wardens, property management employees, staff and/or contract personnel have attended the proper training and building has conducted fire drills as per HFD Standards - N/A ""    Fire Alarm Permit -  Annual - REQUIRED ""    Sprinkler Percentage Letter and Form (included in report) - REQUIRED ""    Electronic Locks -Semi Annual - REQUIRED ""    Sprinkler System - Annual - PAST DUE; CONDUCTED MARCH 2015 ""    Fire Alarm System Test - Annual - REQUIRED; CONDUCTED 11/28/17 ""    Fire Extinguishers - Annual - REQUIRED; TESTED OCT 2017 ""    Fire Hoses - Annual REQUIRED; TESTED OCT 2017 ""    Fire Pumps Flow Test - Annual - REQUIRED ""    Emergency Power & Lighting - Annual - REQUIRED ""    Generator Test (ATS) - Annual - REQUIRED ""    Fire Alarm Audibility Test - 3 Year - REQUIRED ""    Fire Hose Pressure Test - 3 year - REQUIRED ""    Fire Dampers - 4 Year - REQUIRED ""    Fire Alarm Sensitivity - 5 Year - REQUIRED ""    FDC Test (Bldg. & Garage) - 5 Year - REQUIRED ""    PRV / PRD Test - 5 Year - REQUIRED ""    Stair pressurization Test - 5 Year - REQUIRED ""    Standpipe System - 5 Year - REQUIRED ""    Water Supply Tank Inspection - 5 Year - PAST DUE; YELLOW TAGGED 2012 ""    Boiler Permit - REQUIRED IF ON SITE ""    Elevator Permit - Annual - REQUIRED ""    Dry Partial or Full Trip Test - REQUIRED ""    Gas Test - 5 Year - REQUIRED IF GAS ON SITE COMPLIANCE WITHIN 60 CALENDAR DAYS.",HighRise,LISA KIMBALL
40, A REINSPECTION FEE WILL ONLY ACCRUE IF TOTAL COMPLIANCE IS NOT MET ON THE DATE INDICATED (HIGHLIGHTED DATE IN THE TOP RIGHT HAND CORNER UNDERNEATH THE REPORT DATE) ,HighRise,LISA KIMBALL
41, REMOVE SAND BAGS AT THE TOP OF STAIR A ON THE 8TH FLOOR   REMOVE TRASH CAN FROM STAIR A ON THE 8TH FLOOR - TRASH CANS MUST NOT BE PLACED INSIDE STAIRWELLS ,HighRise,LISA KIMBALL
42, SPRINKLERS MAY BE REQUIRED IN ALL ENCLOSED AREAS OF THE PARKING GARAGE - CONTACT YOUR SPRINKLER COMPANY   NO SPRINKLERS FOUND IN THE HOAR OFFICE (CONNECTED TO 1313) OR PARKING GARAGE OFFICE ,HighRise,LISA KIMBALL
43," LIGHT COVERS, BULB COVERS OR CAGES ARE NECESSARY IN THE ELECTRICAL ROOM ",HighRise,LISA KIMBALL
44,NoData,HighRise,LISA KIMBALL
45,"PERMITS THE INSPECTOR WILL BE LOOKING FOR ARE AS FOLLOWS: Key Box Permit Flammable and Combustible Permit Fire Alarm Permit - REQUIRED FOR GARAGE & 1313 MAIN; NONE FOUND ON SITE Elevator Operating Permit - REQUIRED FOR 4 TRAC & 1 HYDRO; NEEDS RENEWAL Boiler Permit Other - Assembly, Access Gates, Batteries, etc. Certificate of Occupancies Fire Depository Box / Key Boxes These are some but not all of the Permits available. Present Permits that apply to facility Address listed on Notice.  COMPLIANCE WITHIN 60 CALENDAR DAYS",HighRise,LISA KIMBALL
46," ENSURE ALL FIRE DETECTION EQUIPMENT, FIRE SUPPRESSION EQUIPMENT, ELEVATORS, ETC ARE INSPECTED PER ESTABLISHED INTERVALS AND DOCUMENTED - ALL DOCUMENTATION SHOULD BE POSTED OR ORGANIZED AND KEPT ON SITE FOR FIRE MARSHAL INSPECTION ",HighRise,LISA KIMBALL
47, SUBMIT A LETTER TO THE FIRE MARSHALS OFFICE FROM A LICENSED SPRINKLER COMPANY DETAILING THE CURRENT PERCENTAGE OF SPRINKLER COVERAGE FOR THE BUILDING ADDRESSED - INCLUDE ANY DETAILS REGARDING PLANS FOR OBTAINING 100% COVERAGE IF THE TOTAL SQUARE FOOTAGE OF THE BUILDING IS NOT CURRENTLY EQUIPPED WITH AN AUTOMATIC SPRINKLER SYSTEM IN THE ACCORDANCE WITH THE HOUSTON FIRE CODE AND NFPA 13   SUBMIT THIS SIGNED LETTER AND A SIGNED LETTER OF INTENT (ATTACHED) TO THE FIRE INSPECTOR WITHIN 10 DAYS ,HighRise,LISA KIMBALL
48, REMOVE AND DISCONTINUE USE OF THE LOCKING BAR ON THE HOAR OFFICE ,HighRise,LISA KIMBALL
49, ALL ELECTRICAL CIRCUIT BREAKERS IN ELECTRICAL PANELS MUST BE CLEARLY AND CORRECTLY LABELED ,HighRise,LISA KIMBALL
50," SUPPLY KEYS FOR THE EXTERIOR DOORS, THE HOAR OFFICE SPACE, ELEVATOR ROOMS AND THE 1313 MAIN SPACE (AND LOCKED ROOMS WITHIN THIS SPACE) IN 911 KEY BOX   THE 911 BOX FALCON LOCK WAS RUSTED SHUT; IT WAS PRIED OPEN AND SPRAYED WITH WD40. TREAT LOCK WITH WD40 TO ENSURE IT WILL CONTINUE TO RUST AND NEED A REPLACEMENT ",HighRise,LISA KIMBALL
51," YOUR ATTENTION IS RESPECTFULLY CALLED TO THE VIOLATIONS OF THE PROVISIONS OF THE CITY OF HOUSTON FIRE CODE AS INDICATED HEREIN, ON THE PREMISES LOCATED AT THE ADDRESS LISTED. THIS INSPECTION REPORT MAY NOT REVEAL ALL FIRE CODE VIOLATIONS. ADDITIONAL VIOLATIONS MAY BE DISCOVERED DURING SUBSEQUENT VISITS. THE ISSUANCE OF A FIRE INSPECTION REPORT IS NOT REQUIRED PRIOR TO THE ISSUANCE OF A CITATION, SUMMONS OR OTHER ENFORCEMENT ACTION. THE FIRE INSPECTOR MAY ISSUE CITATIONS UPON ARRIVAL FOR FIRE CODE VIOLATIONS THAT ARE AN IMMEDIATE LIFE SAFETY HAZARD ",HighRise,LISA KIMBALL
52," THE FIRE ALARM IN THE 1313 SITE IS DISPLAYING ""TROUBLES"" AND WAS LAST INSPECTED IN 2016 - CALL A CERTIFIED ALARM COMPANY TO SERVICE AND CONDUCT ANNUAL INSPECTION ",HighRise,LISA KIMBALL
53,NoData,HighRise,LISA KIMBALL
54,NoData,HighRise,LISA KIMBALL
55," ALL FIRE EXTINGUISHERS MUST BE HUNG - NOT STORED ON THE FLOOR - HANG EXTINGUISHER IN THE ELEVATOR ROOM, THE HOAR OFFICE ELEVATOR ROOM AND IN THE MECHANICAL/ELECTRICAL ROOM IN THE 1313 SPACE ",HighRise,LISA KIMBALL
56, CITATIONS WILL BE WRITTEN AFTER 2 REINSPECTION FEES HAVE BEEN ASSESSED OR IF COMPLIANCE IS DISREGARDED OR NOT MET WITHIN 90 DAYS ,HighRise,LISA KIMBALL
57," FIRE EXTINGUISHERS ARE REQUIRED IN ALL AREAS, LOCATIONS AND WITHIN DISTANCES REQUIRED BY THE CODE - CABINETS (MIDDLE) FOUND MISSING FIRE EXTINGUISHERS ON THE 4TH, 3RD AND 2ND FLOORS ",HighRise,LISA KIMBALL
58," SUPPLY ADDITIONAL ELEVATOR HOISTWAY DOOR KEY (TOTAL OF 2 NEEDED)   INDEPENDENT SERVICE KEYS ARE NEEDED (AND TO BE HUNG OUTSIDE OF THE FIRE DEPOSITORY BOX)   SUPPLY KEYS TO THE HOAR OFFICE SPACE, THE 1313 MAIN SPACE, AND LOCKED UTILITY ROOMS IN THE 1313 SPACE ",HighRise,LISA KIMBALL
59,NoData,HighRise,LISA KIMBALL
60," REMOVE AND DISCONTINUE USE OF UNAPPROVED EXTENSION CORD IN THE OFFICE - ONLY UL APPROVED, SURGE PROTECTED CORDS ARE SAFE FOR TEMPORARY USE ",HighRise,LISA KIMBALL
61,NoData,HighRise,LISA KIMBALL
62,NO LOCK OUT/ TAG OUT EQUIPTMENT WAS FORND IN THE ELEVATOR ROOMS; LOCK- OUT/TAG-OUT EQUIPMENT AND SETS MUST BE READILY ACCESSIBLE AND PROPERLY LABELED:  PROVIDE AT LEAST ONE (1) LOCK-OUT/TAG-OUT SET FOR 1 TO 3 ELEVATORS   A MINIMUM TWO (2) LOCK-OUT/TAG-OUT SETS FOR 4 TO 6 ELEVATORS   A MINIMUM THREE (3) LOCK-OUT/TAG-OUT SETS FOR 7 OR MORE ELEVATORS ,HighRise,LISA KIMBALL
63,NoData,HighRise,LISA KIMBALL
64, ENGAGE THE SERVICES OF A FIRE PROTECTION ENGINEER OR A CERTIFIED SPRINKLER SERVICE COMPANY FOR ASSISTANCE IN THE CORRECT CALCULATION AND DETERMINATION OF THE CURRENT SPRINKLER COVERAGE OF THE HIGH-RISE GARAGE ADDRESSED ,HighRise,LISA KIMBALL
65," CABINETS CONTAINING FIRE FIGHTING EQUIPTMENT MUST INDICATE THE EQUIPTMENT CONTAINED THEREIN - ""FIRE HOSE"" AND/OR ""FIRE EXTINGUISHER"" - CHECK CABINETS ON THE 8TH, 6TH, 5TH, 4TH, 3RD AND 2ND FLOORS ",HighRise,LISA KIMBALL
66,NoData,HighRise,LISA KIMBALL
67,NoData,HighRise,LISA KIMBALL
68,NoData,HighRise,LISA KIMBALL
69, PROVIDE A COVER PLATE FOR EXPOSED SOCKET IN THE MECHANICAL/ELECTICAL/ELEVATOR ROOM ON THE 10TH FLOOR ,HighRise,LISA KIMBALL
70, THE SUPPRESSION SYSTEM IS YELLOW TAGGED - A YELLOW TAG (5 YEAR TEST) WAS ISSUED JULY 17 AND MUST BE INSPECTED AND SERVICED OR REPAIRED IMMEDIATELY ,HighRise,LISA KIMBALL
71," LOCATE, IDENTIFY AND LABEL THE FIRE DEPARTMENT TEST CONNECTION ON THE ROOF ",HighRise,LISA KIMBALL
72, UPDATE THE MOBILITY IMPAIRED LIST IN THE FIRE DEPOSITORY BOX EVERY 6 MONTHS OR AS SOON AS CHANGES IN INFORMATION ARE REQUIRED ,HighRise,LISA KIMBALL
73, THE ELECTRICAL ROOM MUST BE IDENTIFIED AND LABELED AS SUCH ,HighRise,LISA KIMBALL
74," ENSURE THE LOCK-OUT/TAG-OUT EQUIPMENT ARE READILY ACCESSIBLE, PROPERLY LABELED AND STORED IN THE DESIGNATED LOCATION IN ALL ELEVATOR ROOMS: - PROVIDE AT LEAST ONE (1) LOCK-OUT/TAG-OUT SET FOR 1 TO 3 ELEVATORS  - A MINIMUM TWO (2) LOCK-OUT/TAG-OUT SETS FOR 4 TO 6 ELEVATORS  - A MINIMUM THREE (3) LOCK-OUT/TAG-OUT SETS FOR 7 OR MORE ELEVATORS ",HighRise,LISA KIMBALL
75,NoData,HighRise,LISA KIMBALL
76," ENSURE AT LEAST 18"" OF CLEARANCE SPACE BETWEEN STORED OR SHELVED ITEMS AND THE SPRINKLER HEADS IN THE CAFETERIA CUPBOARD AND THROUGHOUT THE BUILDING   CREATE A LINE OF DEMARCATION TO CLEARLY ESTABLISH THE SPACE OF AN 18"" CLEARANCE FROM THE CEILING WITH TAPE OR PAINT IF ENCROACHMENT ON THE NECESSARY CEILING CLEARANCE IS A CHRONIC ISSUE - A VISUAL REMINDER WILL HELP ALLEVIATE THIS RECURRING VIOLATION ",HighRise,LISA KIMBALL
77," ALL FIRE EXTINGUISHERS MUST HAVE A CURRENT TAG INDICATING DATE OF LAST ANNUAL INSPECTION OR SERVICE/MAINTENANCE   MOST EXTINGUISHERS WERE LAST INSPECTED AND TAGGED AUG 2016   EXTINGISHERS IN THE BASEMENT GARAGE, ELEVATOR ROOMS AND THE CAFETERIA WERE LAST INSPECTED AND TAGGED AUG 2015 ",HighRise,LISA KIMBALL
78, PROVIDE 5 SETS OF 'HIGH RISE SURVEY FORMS' IN THE BINDER OR 5 SETS IN 5 BINDERS ,HighRise,LISA KIMBALL
79, SUBMIT A LETTER TO THE FIRE MARSHALS OFFICE FROM A LICENSED SPRINKLER COMPANY DETAILING THE CURRENT PERCENTAGE OF SPRINKLER COVERAGE FOR THE BUILDING ADDRESSED - INCLUDE ANY DETAILS REGARDING PLANS FOR OBTAINING 100%COVERAGE IF THE TOTAL SQUARE FOOTAGE OF THE BUILDING IS NOT CURRENTLY EQUIPPED WITH AN AUTOMATIC SPRINKLER SYSTEMIN THE ACCORDANCE WITH THE HOUSTON FIRE CODE AND NFPA 13   SUBMIT THIS SIGNED LETTER AND A SIGNED LETTER OF INTENT (ATTATCHED) TO THE FIRE INSPECTOR WITHIN 10 DAYS ,HighRise,LISA KIMBALL
80,NoData,HighRise,LISA KIMBALL
81, SUPPLY A TOTAL OF 6 RED FIREFIGHTER PHONES TO BE STORED IN THE CABINET - ONLY 3 PRESENT - ENSURE THAT ALL PHONES ARE TESTED AND LOCATION OF CALL IS CORRECTLY DISPLAYED ON FIRE ALARM PANEL ,HighRise,LISA KIMBALL
82, THE CLASS K EXTINGUISHER IN THE CAFETERIA NEEDS AN ANNUAL INSPECTION ,HighRise,LISA KIMBALL
83," THE FACILITY MUST PROVIDE INSPECTOR WITH THE FOLLOWING REPORT DOCUMENTS THAT SHOW ALL SYSTEMS HAVE PASSED THE APPROPRIATE INSPECTION STANDARDS. IF A CURRENT REPORT REVEALS A TEST FAILURE, ALL CORRECTIONS TO THE SYSTEM MUST BE PERFORMED PRIOR TO THE INSPECTOR SIGNING OFF ON THE SAFETY SURVEY. IN ADDITION TO THE TEST REPORTS, A BRIEF LETTER MUST BE PROVIDED FROM THE FIRE PROTECTION EQUIPMENT OR LIFE SAFETY EQUIPMENT SERVICE COMPANY STATING: TESTING OR INSPECTION WAS COMPLETED IF THE SYSTEM IS ACCEPTABLE, RED TAGGED, YELLOW TAGGED, PASSED OR FAILED DO NOT PROVIDE BILLING INVOICES OR CHECKS PAID LONG TERM DEFICIENCIES WILL REQUIRE A LETTER OF INTENT WITH A TIMELINE ARRIVED AT AFTER CONSULTATION WITH THE FIRE INSPECTOR. MANAGEMENT SHALL OBTAIN AN ACCEPTABILITY LETTER FOR 3-5 YEAR TESTS THAT DO NOT HAVE A LETTER CURRENTLY ON FILE: ""    Certificate of Occupancy: Core of Building C of O only ""    Active Fire Permits: Up to date and paid. ""    Fire Depository Box Keys Letter: A letter stating all Fire Depository Box keys work properly and have been checked for operation. ""    Fire Marshal Training & Evacuation Letter: A letter stating all fire wardens, property management employees, staff and/or contract  personnel have attended the proper training and building has conducted fire drills as per HFD Standards. ""    Fire Alarm Permit (current and paid) ""    Sprinkler Percentage Letter and Form (provided in email attachment) ""    Building System Test Documentation (LSB # 2) ""    Electronic Locks- Semi Annual ""    Sprinkler System- Annual ""    Fire Alarm System Test- Annual ""    Fire Extinguishers- Annual ""    Fire Hoses- Annual ""    Fire Pumps Flow Test- Annual ""    Emergency Power & Lighting- Annual ""    Generator Test (ATS)- Annual ""    Fire Alarm Audibility Test- 3 Year ""    Fire Hose Pressure Test- 3 year ""    Fire Dampers- 4 Year ""    Fire Alarm Sensitivity- 5 Year ""    FDC Test (Building & Garage)- 5 Year ""    PRV / PRD Test- 5 Year ""    Stair pressurization Test- 5 Year ""    Standpipe System- 5 Year ""    Water Supply Tank Inspection- 5 Year ""    Boiler Permit ""    Elevator Permit- Annual ""    Dry Partial or Full Trip Test ""    Gas Test- 5 Year  COMPLIANCE WITHIN 60 CALENDAR DAYS ",HighRise,LISA KIMBALL
84, 5 YEAR TEST ON SUPPRESION SYSTEM IS NEEDED ,HighRise,LISA KIMBALL
85, THE MOBILITY IMPAIRED LIST WAS LAST UPDATED ON 04/14 - THIS LIST MUST BE UPDATED EVERY 6 MONTHS   LABEL ALL KEY SETS IN COLORS AND TITLES IN ACCORDANCE WITH  LSB STANDARD 6   ONLY 3 PHONES WERE PROVIDED IN THE FDB - ENSURE A COMPLETE SET OF PHONES IS AVAILABLE AND ALL PHONES AND JACKS ARE TESTED AND FUNCTIONAL (CAPABLE OF SENDING AND RECIEVING MESSAGES AND CORRECTLY IDENTIFY LOCATION OF CALL ON THE PANEL)   REVIEW LSB 6 AND ENSURE ALL KEYS ARE SUPPLIED AND CORRECTLY LABELED ,HighRise,LISA KIMBALL
86,NoData,HighRise,LISA KIMBALL
87,NoData,HighRise,LISA KIMBALL
88, ALL FIRE EXTINGUISHERS MUST BE HUNG AT LEAST 4 INCHES FROM THE FLOOR (AT THE BASE) BUT NO HIGHER THAN 5 FEET (AT THE TOP) ,HighRise,LISA KIMBALL
89, THE LOCATION OF ALL MECHANICAL ROOMS AND ELEVATOR ROOMS MUST BE IDENTIFIED AND LABELED AS SUCH ,HighRise,LISA KIMBALL
90,"SPRINKLER ORDINANCE CHECK POINT PROCEDURES As part of our scheduled high rise inspections, we will implement the following procedures by inquiring management as to the percentage of sprinkler coverage in their building in accordance with City of Houston, High Rise Sprinkler Ordinance No. 2005-1267, Appendix J, in particular our upcoming compliance check point no. (2): STEP 1 If management indicates that they have accomplished less than 100% of the floors, then no action on our part will be required, other than informing and encouraging them to keep diligently working on meeting their approaching 2018 check point STEP 2 If management has accomplished at least 50% of their floors, they can check the appropriate box, completely fill out and sign, our ""Sprinkler Ordinance Check Points"" form. If management has accomplished 100% of their floors (total square footage), they can check the appropriate box, completely  fill out and sign, our ""Sprinkler Ordinance Check Points"" form. STEP 3 In order for the fire inspector to validate and confirm that either the 50% check point or the 100% check point has been met, management must provide an acceptable ""Letter of Confirmation"" from their building's fire protection contractor. The fire protection contractor's ""Letter of Confirmation"" will need to include all of the following information: ""    Written on their company's letterhead ""    addressed to the building owner/representative ""    the body of the letter shall state that either: ""    50% of the floors are sprinklered per NFPA 13 and indicate the exact floors, or total square footage of the building is sprinklered per NFPA 13 ""    provide the building address ""    printed name and signature of authorized person confirming letter Once these two documents are received by our office, the appropriate status on the building will be recorded into our files. These procedures  are being implemented as part of maintaining compliance with the Compliance Check Points Schedule, in accordance with Appendix J. THE SPRINKLER ORDINANCE CHECK POINTS LETTER CAN BE FOUND IN THE ATTACHMENTS OF THE ORIGINAL APPOINTMENT EMAIL LETTER  Owner / Property Manager / Representative shall fill out the ""Sprinkler Ordinance Check Points"" form and the form shall be submitted to the Houston Fire Marshal's Office within 7 business days of receiving this notice    Owner / Property Manager / Representative shall submit a Letter of Confirmation to the Houston Fire Marshal's Office, authored within the year 2017, which will be provided by a licensed sprinkler company, stating the current percentage and the exact number of sprinklered floors   An Action Plan shall be submitted within 7 business days to the Houston Fire Marshal's Office.  The Action Plan shall detail the time line of sprinkler installation stages, installation details regarding specific floors and percentages, target dates, etc.  The Action Plan shall be clear and readable, subject to approval by the Houston Fire Marshal's Office   The Owner / Property Manager / Representative is subject to a Re- inspection Fee every 7th business day for failure of submitting the three aforementioned items as prescribed herein   COMPLIANCE WITHIN 7 DAYS ",HighRise,LISA KIMBALL
