,ViolationComment,TEAMCODE,FULLNAME
286, Obtain a P-2 Assembly permit to operate a place of assembly of over 49 maximum occupancy.,GO,MICHAEL THUESEN
287,MARIA PONCE,GO,MICHAEL THUESEN
288,NoData,GO,MICHAEL THUESEN
289,NoData,GO,RAMIRO MEDINA
290,NoData,GO,RAMIRO MEDINA
291,NoData,GO,RAMIRO MEDINA
292,NoData,GO,RAMIRO MEDINA
302,NoData,GO,KEITH HARRIS
313,NoData,GO,RAMIRO MEDINA
314,NoData,GO,RAMIRO MEDINA
315,NoData,GO,RAMIRO MEDINA
316,NoData,GO,RAMIRO MEDINA
317,NoData,GO,RAMIRO MEDINA
318,NoData,GO,RAMIRO MEDINA
356,NoData,GO,CEDRIC BAKER
357,NoData,GO,RAMIRO MEDINA
358,NoData,GO,RAMIRO MEDINA
359,NoData,GO,RAMIRO MEDINA
360,NoData,GO,RAMIRO MEDINA
361,NoData,GO,RAMIRO MEDINA
366,NoData,GO,RAMIRO MEDINA
367,NoData,GO,RAMIRO MEDINA
388,NO VIOLATIONS FOUND AT THIS TIME,GO,RAMIRO MEDINA
389,NoData,GO,RAMIRO MEDINA
390,NoData,GO,RAMIRO MEDINA
394,NoData,GO,MICHAEL THUESEN
402,NoData,GO,MICHAEL THUESEN
405,COMPLIANCE DATE: 30 CALENDAR DAYS,GO,KEITH HARRIS
406,ADD (2) 2A:10:BC FIRE EXTINGUISHERS TO BUILDING (T-2),GO,KEITH HARRIS
407,"ADD ""FIRE EXTINGUISHER"" SIGNS ABOVE ALL MOUNTED FIRE EXTINGUISHERS",GO,KEITH HARRIS
408,ADD (2) 2A:10:BC FIRE EXTINGUISHERS TO BUILDING (T-2),GO,KEITH HARRIS
409,NoData,GO,KEITH HARRIS
410,MOUNT FIRE EXTINGUISHER TO COMPLY WITH THIS CODE ADD (2) 2A:10:BC FIRE EXTINGUISHERS TO BUILDING (T-2),GO,KEITH HARRIS
411,COMPLIANCE DATE: 30 CALENDAR DAYS,GO,KEITH HARRIS
412,NoData,GO,KEITH HARRIS
413,SERVICE ALL FIRE EXTINGUISHERS IN SUITE #100,GO,KEITH HARRIS
434,NoData,GO,DEAN ZALESNIK
435,NoData,GO,DEAN ZALESNIK
437,NoData,GO,RANDAL RICKS
438,NoData,GO,RANDAL RICKS
439,REPLACE THE FADED ADDRESS NUMBERS ON THE FRONT OF THE BUSINESS.,GO,RANDAL RICKS
440,NoData,GO,RANDAL RICKS
441,NoData,GO,RANDAL RICKS
444,NoData,GO,RANDAL RICKS
445,NoData,GO,DEAN ZALESNIK
446,NoData,GO,DEAN ZALESNIK
467,NoData,GO,RAMIRO MEDINA
468,NoData,GO,RAMIRO MEDINA
471,ENSURE ALL EXIT DOORS IN THE WAREHOUSE AREA HAVE WORKING EXIT SIGNS.,GO,RANDAL RICKS
472,OBTAIN AND POST A 911 KEYBOX PERMIT.,GO,RANDAL RICKS
473,NoData,GO,RANDAL RICKS
474,REPLACE THE MISSING CEILING TILES.,GO,RANDAL RICKS
475,"PLACE STICKERS ON THE EXIT DOORS STATING ""THIS DOOR TO REMAIN UNLOCKED WHEN THE BUILDING IS OCCUPIED"".",GO,RANDAL RICKS
476,SERVICE THE EMERGENCY ILLUMINATION ON THE EXIT SIGNS TO ENSURE EMERGENCY LIGHTING IS FULLY OPERATIONAL.,GO,RANDAL RICKS
477,NoData,GO,RANDAL RICKS
478,-REMOVE THE PLASTIC GAS CONTAINERS FROM THE BUSINESS. -A PERMIT IS REQUIRED FOR STORING MORE THAN 5 GALLONS OF A CLASS 1A  LIQUID (GAS).,GO,RANDAL RICKS
479,NoData,GO,RANDAL RICKS
497,REMOVE WIRE FENCE AT LEASE ANOTHER TWO FEET,GO,GEORGE HERNANDEZ
498,NoData,GO,GEORGE HERNANDEZ
499,NoData,GO,GEORGE HERNANDEZ
507,NoData,GO,RANDAL RICKS
508,NoData,GO,RANDAL RICKS
512,NoData,GO,JEREMY SMITH
515,NoData,GO,BRADLEY WINTER
516,NoData,GO,JEREMY SMITH
517,PROVIDE A PLAIN EXIT SIGN AT THE WOOD MILL SECTION FOR CUTTINGG WOOD DOOR LEADING DIRECTLLY TO THE OUTSIDE NORTH CORNER,GO,GEORGE HERNANDEZ
518,NoData,GO,GEORGE HERNANDEZ
519,NoData,GO,GEORGE HERNANDEZ
520,NoData,GO,GEORGE HERNANDEZ
521,PROVIDE AND INSTALL METAL STORAGE CABINET FOR ALL PAINT CANS AND STAINS,GO,GEORGE HERNANDEZ
522,PROVIDE AND INSTALL ON DOORS LEADING DIRECTLLY TO THE OUT SIDE,GO,GEORGE HERNANDEZ
523,LABEL ALL ELECTRICAL BREAKERS AND SWITCHES AT THE MAIN ELECTRICAL PANEL FOR THE STAINING AND WOOD SHOP AREA,GO,GEORGE HERNANDEZ
524,"APPLY FOR A PERMIT FOR OPEN FLAMES BEEN USE WITH SMALL L,P,CAN BEEN USE TO DRY STAIN WOOD",GO,GEORGE HERNANDEZ
525,CONTINUE REMOVING THE SAW DUST FROM GROUNG AREA AT THE WOOD SHOP,GO,GEORGE HERNANDEZ
526,APPLY A PERMITS FOR STORAGE OF COMBUSTIBLES CLASS 11  . PAINT CANS OVER 25 GALLONS AT 1002 WASHINGTON  FIRE PERMIT DEPT .,GO,GEORGE HERNANDEZ
527,NoData,GO,GEORGE HERNANDEZ
528,PROVIDE A METAL CAN FOR STAIN RAGS BEEN USE WITH A METAL LID,GO,GEORGE HERNANDEZ
529,PROVIDE A NUMBER OF NO  SMOKING SIGN THROUGH WORKING AREA,GO,GEORGE HERNANDEZ
530,NoData,GO,GEORGE HERNANDEZ
531,"IF WOOD SHOP IS APPROVED  BY THE BLDG DEPT, THEN THAT BLDG SECTION SHALL BE I.D. WITH EITHER NUMBERS OR  LETTERS",GO,GEORGE HERNANDEZ
532,NoData,GO,GEORGE HERNANDEZ
533,NoData,GO,GEORGE HERNANDEZ
536,NoData,GO,RANDAL RICKS
537,NoData,GO,RANDAL RICKS
538,NoData,GO,RANDAL RICKS
539,NoData,GO,RANDAL RICKS
541,NoData,GO,JORGE ORTEGA
563,NoData,GO,RANDAL RICKS
564, NO VIOLATIONS FOUND AT THIS TIME ,GO,ALEXANDER GUTIERREZ
569,Secure the Electrical panel in the hallway of the girls dorm. It was found to be secured only in one corner and can be easily moved to expose wiring which creates a hazard.,GO,BRADLEY WINTER
570,"Noted Test/Inspection Records: -Certificates of Occupancy  A: 16082033     B: 16082036  C: 16082039     D: 16082042 -Alarm Annual: 8/21/2019 -Alarm Audibility/Sensitivity: 6/22/2017 -Fire Alarm Permit: 1/17/2020 -Extinguishers: 4/2019 -""K"" Extinguisher: 4/2019 -Ansul Semi-annual: 11/21/2019 -Gas Test: 1/11/2019 -Fire Drill Log: verified",GO,BRADLEY WINTER
571,Exit access and Exits must be maintained free from all obstructions to allow full instant use: 1) Remove the round table blocking in the hallway to the rear exit in the girls dorm. (This is also to maintain required clearance in front of the electric panel and to maintain access to the fire extinguisher) 2) Remove the bed from in front of the window in the boys dorm in order to maintain access to the emergency exit(window). 3) Clear the exit access to the rear exit from the laundry room (Israel) and remove the keyed deadbolt  -OR-  Remove the exit sign in the laundry room (there are 2 other Exits which meet the minimum requirement for exit capacity),GO,BRADLEY WINTER
572,All violations must be corrected within 30 DAYS or re-inspection fees and/or citations may be issued.,GO,BRADLEY WINTER
573,-Multiple windows in sleeping areas were found to be screwed shut. Remove all screws throughout the facility to maintain the required emergency secondary egress.   Immediate Compliance Required,GO,BRADLEY WINTER
575,Maintain 3 feet of clearance in front/and to the full width of the electrical panels in the warehouse.,GO,BRADLEY WINTER
576,Submit documentation showing the inspection dates for: 1) 5yr FDC test: Test year was not punched on hang tag 2) 5yr Water Tank inspection: Test year was not punched on hang tag Noted Test/Inspection Dates: -CofO: #11010125 -Fire Alarm Panel: 3/21/2019 -Fire Alarm Permit: 2/23/2019 -Extinguishers: 12/2018 -Sprinklers:   #1: 12/2018   #2: 12/2018   #3: 12/2018 -Fire Pump annual: 12/2018 -FDC 5yr: ? -Tank 5yr: ?,GO,BRADLEY WINTER
577,"Remove the 2 propane bottles from the building: 1 attached to the grill, and 1 spare sitting on the floor. No propane storage is allowed inside.",GO,BRADLEY WINTER
578,"All violations have an assigned compliance timeframe of 30 days. Any outstanding violations as of Friday, November 8,2019 will be subject to reinspection fees and/or citations.",GO,BRADLEY WINTER
579,"All of the required fire department access doors leading to the high piled storage warehouse must be labeled per the approved plans: ""HFD"" in minimum 4 inch letters, of contrasting color to the door, in the top left hand corner. (see the provided approved floor plan showing the designated HFD access doors)",GO,BRADLEY WINTER
580,"Per your high piled storage approval, the fire department access doors (HFD labeled) must be maintained to full and instant use. Remove the drop bars from the interior of all doors leading to the warehouse. You may add protection on the exterior to prevent prying, or install 3 point locking panic hardware, but the doors must remain accessible from the exterior with the provided key in the 911 keybox. As well, from the exit side, the doors must allow full and instant use. Repair/Replace the locks on doors #2 and #8, to allow access with the use of the key in the 911 keybox. (ensure operation with door locked and unlocked)",GO,BRADLEY WINTER
581,Install an all-weather sign at the FDC (fire department connection) to allow it to be easily identifiable upon approach by emergency responders. Red background with white letters:           FDC     6969 North Freeway,GO,BRADLEY WINTER
582,Replace the faded out hazard warning signs on the Propane storage cage at the front of the building: 1) 704 Diamond hazard placard 2) No Smoking 3) Propane These can be obtained from your propane supplier.,GO,BRADLEY WINTER
583,Ensure that the required fire department access lane is maintained free of storage and vehicles as an ongoing maintenance item. Ensure no vehicles are parked in front of the access gate. Individual cars may be ticketed when found to be blocking the apparatus access lane.,GO,BRADLEY WINTER
584,"Repaint the 911 keybox at the front entry red and label with 1 inch white letters: ""911"" or ""HFD"" per the original specifications.",GO,BRADLEY WINTER
585,Maintain 3 feet of clearance of any combustibles around all battery chargers.,GO,BRADLEY WINTER
586,"As an ongoing maintenance item, ensure that during times of stocking or pulling orders that all aisles remain unobstructed to half of the width. When items are temporarily placed in aisles, ensure they are kept to one side of the aisle.",GO,BRADLEY WINTER
587,NoData,GO,JEREMY SMITH
642,NoData,GO,DEAN ZALESNIK
643,NoData,GO,BRADLEY WINTER
644,NoData,GO,BRADLEY WINTER
660,CLEAR AND MAINTAIN 36 INCHES OF WORKING SPACE IN FRONT OF BREAKER PANELS.,GO,RANDAL RICKS
661,HAVE A LICENSED PLUMBER PERFORM A 5 YEAR GAS TEST.,GO,RANDAL RICKS
662,POST THE OCCUPANT LOAD (52) NEAR THE MAIN EXIT/ENTRANCE.,GO,RANDAL RICKS
663,NoData,GO,RANDAL RICKS
664,NoData,GO,RANDAL RICKS
665,HAVE A LICENSED COMPANY INSPECT/CLEAN VENT HOOD.  DUE 10/19 PER NFPA 96.,GO,RANDAL RICKS
666,NoData,GO,RANDAL RICKS
667,NoData,GO,KEITH HARRIS
674,NoData,GO,RANDAL RICKS
675,NoData,GO,RANDAL RICKS
676,NoData,GO,RANDAL RICKS
677,NoData,GO,RANDAL RICKS
678,SAJANI PRAJAPATI  NO VIOLATIONS FOUND AT THIS TIME.,GO,MICHAEL THUESEN
679,NoData,GO,MICHAEL THUESEN
685,NoData,GO,KEITH HARRIS
690,NoData,GO,RANDAL RICKS
691,NoData,GO,ALEXANDER GUTIERREZ
692,NoData,GO,ALEXANDER GUTIERREZ
693,NoData,GO,ALEXANDER GUTIERREZ
694,NoData,GO,ALEXANDER GUTIERREZ
695,NoData,GO,ALEXANDER GUTIERREZ
713,NoData,GO,JORGE ORTEGA
714,NoData,GO,JORGE ORTEGA
715,NoData,GO,JORGE ORTEGA
716,NoData,GO,JORGE ORTEGA
717,NoData,GO,GEORGE HERNANDEZ
719,NoData,GO,ALEXANDER GUTIERREZ
720,NoData,GO,ALEXANDER GUTIERREZ
721,NoData,GO,ALEXANDER GUTIERREZ
722,NoData,GO,ALEXANDER GUTIERREZ
723,NoData,GO,ALEXANDER GUTIERREZ
724,Fire alarm system needs annual inspection.,GO,DALE PENA
725,NoData,GO,DALE PENA
726,NoData,GO,DALE PENA
735,NoData,GO,RANDAL RICKS
736,NoData,GO,JORGE ORTEGA
737,NoData,GO,JORGE ORTEGA
738,NoData,GO,JORGE ORTEGA
739,NoData,GO,JORGE ORTEGA
751,NoData,GO,ALEXANDER GUTIERREZ
752,NoData,GO,ALEXANDER GUTIERREZ
753,NoData,GO,ALEXANDER GUTIERREZ
754,NoData,GO,ALEXANDER GUTIERREZ
755,NoData,GO,ALEXANDER GUTIERREZ
759,NoData,GO,JEREMY SMITH
767,NoData,GO,ALEXANDER GUTIERREZ
768,NoData,GO,ALEXANDER GUTIERREZ
769,NoData,GO,ALEXANDER GUTIERREZ
770,NoData,GO,ALEXANDER GUTIERREZ
771,NoData,GO,ALEXANDER GUTIERREZ
772,NoData,GO,JORGE ORTEGA
796,NoData,GO,GEORGE HERNANDEZ
814,NoData,GO,GEORGE HERNANDEZ
820,Fire alarm system needs annual inspection.,GO,DALE PENA
838,NoData,GO,ALEXANDER GUTIERREZ
839,NoData,GO,ALEXANDER GUTIERREZ
840,NoData,GO,ALEXANDER GUTIERREZ
841,NoData,GO,ALEXANDER GUTIERREZ
842,NoData,GO,ALEXANDER GUTIERREZ
843,NoData,GO,ALEXANDER GUTIERREZ
857,NoData,GO,RANDAL RICKS
876,NoData,GO,RANDAL RICKS
877,NoData,GO,ALEXANDER GUTIERREZ
878,NoData,GO,ALEXANDER GUTIERREZ
879,NoData,GO,ALEXANDER GUTIERREZ
880,NoData,GO,ALEXANDER GUTIERREZ
881,NoData,GO,ALEXANDER GUTIERREZ
882,NoData,GO,ALEXANDER GUTIERREZ
883,NoData,GO,ALEXANDER GUTIERREZ
884,NoData,GO,ALEXANDER GUTIERREZ
885,NoData,GO,ALEXANDER GUTIERREZ
886,NoData,GO,ALEXANDER GUTIERREZ
887,NoData,GO,ALEXANDER GUTIERREZ
888,NoData,GO,ALEXANDER GUTIERREZ
889,NoData,GO,RANDAL RICKS
917,NoData,GO,JEREMY SMITH
918,NoData,GO,ALEXANDER GUTIERREZ
919,NoData,GO,ALEXANDER GUTIERREZ
923,NoData,GO,RANDAL RICKS
924,NoData,GO,RANDAL RICKS
927,NoData,GO,RANDAL RICKS
928,NoData,GO,RANDAL RICKS
951,NoData,GO,RANDAL RICKS
961,NoData,GO,RANDAL RICKS
962,NoData,GO,RANDAL RICKS
963,NoData,GO,RANDAL RICKS
964,Secure the Electrical panel in the hallway of the girls dorm. It was found to be secured only in one corner and can be easily moved to expose wiring which creates a hazard.,GO,BRADLEY WINTER
965,"Noted Test/Inspection Records: -Certificates of Occupancy  A: 16082033     B: 16082036  C: 16082039     D: 16082042 -Alarm Annual: 8/21/2019 -Alarm Audibility/Sensitivity: 6/22/2017 -Fire Alarm Permit: 1/17/2020 -Extinguishers: 4/2019 -""K"" Extinguisher: 4/2019 -Ansul Semi-annual: 11/21/2019 -Gas Test: 1/11/2019 -Fire Drill Log: verified",GO,BRADLEY WINTER
966,Exit access and Exits must be maintained free from all obstructions to allow full instant use: 1) Remove the round table blocking in the hallway to the rear exit in the girls dorm. (This is also to maintain required clearance in front of the electric panel and to maintain access to the fire extinguisher) 2) Remove the bed from in front of the window in the boys dorm in order to maintain access to the emergency exit(window). 3) Clear the exit access to the rear exit from the laundry room (Israel) and remove the keyed deadbolt  -OR-  Remove the exit sign in the laundry room (there are 2 other Exits which meet the minimum requirement for exit capacity),GO,BRADLEY WINTER
967,All violations must be corrected within 30 DAYS or re-inspection fees and/or citations may be issued.,GO,BRADLEY WINTER
968,-Multiple windows in sleeping areas were found to be screwed shut. Remove all screws throughout the facility to maintain the required emergency secondary egress.   Immediate Compliance Required,GO,BRADLEY WINTER
969,NoData,GO,BRADLEY WINTER
972,NoData,GO,KEITH HARRIS
987,NoData,GO,KEITH HARRIS
988,NoData,GO,RANDAL RICKS
989,NoData,GO,RANDAL RICKS
994,NoData,GO,KEITH HARRIS
995,NoData,GO,KEITH HARRIS
1016,NoData,GO,GEORGE HERNANDEZ
1023,NoData,GO,RANDAL RICKS
1043,PER OUR DISCUSSION- APPLY FOR THE F7 PERMIT,GO,SCOTT BIEHL
1044,DARRELL HERRIN,GO,SCOTT BIEHL
1045,PER OUR DISCUSSION- THE MAXIMUM ALLOWABLE QUANTITY- 330 GALLONS GET THE CURRENT QUANTITY UNDER THE LIMIT- THE EXCESS CAN BE PUT INTO THE FLAMMABLE CABINET,GO,SCOTT BIEHL
1046,PROVIDE MSDS SHEETS (GOOD),GO,SCOTT BIEHL
1047,PER OUR DISCUSSION- PROVIDE PLACARDS FOR HAZMAT,GO,SCOTT BIEHL
1048,SEE ABOVE (GOOD),GO,SCOTT BIEHL
1049,SEE ABOVE FOR THE PERMIT NEEDED,GO,SCOTT BIEHL
1050,PER OUR DISCUSSION- GET RID OF THE CONTAINERS NOT BEING USED,GO,SCOTT BIEHL
1051,PER OUR DISCUSSION- PURCHASE FLAMMABLE CABINETS,GO,SCOTT BIEHL
1052,MAINTAIN/REPLACE ALL EXTINGUISHERS ANNUALLY,GO,SCOTT BIEHL
1053,PROVIDE NO SMOKING SIGNS,GO,SCOTT BIEHL
1055,NoData,GO,JEREMY SMITH
1081,NoData,GO,RANDAL RICKS
1082,ENSURE FIRE DRILLS ARE BEING PERFORMED MONTHLY AND DOCUMENTED WITHOUT FAIL.,GO,JEREMY SMITH
1083,REINSPECTION FEES CAN BE APPLIED IF THE VIOLATIONS ARE NOT CORRECTED PRIOR TO THE FOLLOW UP INSPECTION.,GO,JEREMY SMITH
1084,ONCE THE PERMIT IS OBTAINED IT WILL BE APPROVED AFTER THE KEY BOX AND FAIL SAFE ARE INSTALLED. THE PERMIT WILL BE MAILED TO THE LOCATION.  POST THE PERMIT NEAR THE CERTIFCATE OF OCCUPANCY.,GO,JEREMY SMITH
1085,OBTAIN THE FOLLOWING PERMIT FROM THE HOUSTON PERMITTING CENTER: A2- ACCESS GATE PERMIT,GO,JEREMY SMITH
1086,IT IS THE OWNER/OCCUPANTS RESPONSIBILITY TO CORRECT ALL VIOLATIONS FOUND.,GO,JEREMY SMITH
1087,#NAME?,GO,JEREMY SMITH
1088,EXIT SIGNS WHEN TESTED ARE REQUIRED TO REMAIN ILLUMINATED FOR A DURATION OF 90 MINUTES UNDER BATTERY BACK UP POWER.  REPAIR OR REPLACE THE EXIT SIGNS IN THE FOLLOWING LOCATIONS: -CLASSROOM #2 -CAFETERIA -SECOND FLOOR MAIN STAIRWELL,GO,JEREMY SMITH
1089,THE SPRINKLER CLOSET SIGN IS REQUIRED TO BE VISIBLE AT ALL TIMES.  RELOCATE THE SIGN OR REMOVE THE DECORATION COVERING THE SIGN.,GO,JEREMY SMITH
1090,CITATIONS CAN BE ISSUED IF COMPLIANCE IS NOT OBTAINED.,GO,JEREMY SMITH
1091,CONTACT A LICENSED ACCESS CONTROL COMPANY TO INSTALL A MANUAL FAIL SAFE AS OUTLINED IN THE ABOVE CODE.,GO,JEREMY SMITH
1092,CONTACT A LICENSED ACCESS CONTROL COMPANY TO INSTALL A KEY BOX AT THE ELECTRONIC ACCESS GATE AS OUTLINED IN THE ABOVE CODE.,GO,JEREMY SMITH
1093,CONTACT A LICENSED FIRE PROTECTION COMPANY TO SERVICE ALL OF THE EXTINGUISHERS THAT WERE FOUND TO BE PAST DUE AND THAT ARE DUE IN THE MONTH OF JANUARY. SPECIFICALLY THE FIRE EXTINGUISHERS IN THE OUTSIDE STORAGE,GO,JEREMY SMITH
1095,NoData,GO,RANDAL RICKS
1098,NoData,GO,RANDAL RICKS
1099,NoData,GO,RANDAL RICKS
1101,NoData,GO,GEORGE HERNANDEZ
1121,THE BUSINESS SHALL NOT STORE COMBUSTIBLES IN FRONT OF THE ELECTRICAL BREAKER BOXES.  THE WORKING SPACE IN FRONT OF THE BREAKER BOXES SHALL REMAIN CLEAR.,GO,JOHN HOFFARD
1122,THE BUSINESS SHALL ENSURE THAT ALL EXIT PATHWAYS REMAIN CLEAR OF OBSTRUCTIONS FOR USE IN CASE OF EMERGENCY.  THE SECONDARY FRONT EXIT WAS PARTIALLY OBSTRUCTED BY A BOOKSHELF AND NEEDS TO REMAIN CLEAR FOR USE.,GO,JOHN HOFFARD
1123,THE BUSINESS HAS SEVERAL EXIT SIGNS WITH EMERGENCY LIGHTS THAT ARE IN NEED OF REPAIR.  ALL EXIT LIGHTING SHALL BE REPAIRED BY A LICENSED ELECTRICIAN AND IN WORKING ORDER IN CASE OF EMERGENCY.,GO,JOHN HOFFARD
1125,NoData,GO,KEITH HARRIS
1126,Need to hire a licensed plumbing company to have a 5 year gas test performed.   A gas test permit must be obtained prior to the gas test.,GO,DEAN ZALESNIK
1127,Need to obtain and post the current Assembly Permit and post it in the business for inspection purposes.,GO,DEAN ZALESNIK
1128,This is the address where all permits can be obtained.,GO,DEAN ZALESNIK
1129,As per code.,GO,DEAN ZALESNIK
1130,Need to have all exit signs and emergency lights tested and repaired if needed.,GO,DEAN ZALESNIK
1131,Gas test permit can be obtained at the Houston Permitting Center by the licensed plumbing company prior to performing the gas test.,GO,DEAN ZALESNIK
1132,Need to obtain the current flammable and combustible liquid permit and post it in the business.,GO,DEAN ZALESNIK
1133,Last inspected August/2019--Ok.  No action required at this time.,GO,DEAN ZALESNIK
1134,Last inspected August/2019--Ok.  No action required at this time.,GO,DEAN ZALESNIK
1135,Last inspected August/2019--Ok.  No action required at this time.  This inspection needs to take place every six months.,GO,DEAN ZALESNIK
1137,NoData,GO,KEITH HARRIS
1154,NoData,GO,GEORGE HERNANDEZ
1158,NoData,GO,RANDAL RICKS
1159,NoData,GO,RANDAL RICKS
1160,NoData,GO,RANDAL RICKS
1176,NoData,GO,KEITH HARRIS
1187,NoData,GO,GEORGE HERNANDEZ
1197,NoData,GO,JEREMY SMITH
1198,REINSPECTION FEES WILL BE APPLIED IF THE VIOLATIONS ARE NOT CORRECTED PRIOR TO THE FOLLOW UP INSPECTION.,GO,JEREMY SMITH
1199,"THE LICENSED FIRE PROTECTION COMPANY THAT INSTALLED THE ANSUL SYSTEM IS REQUIRED TO CONTACT THE HOUSTON PERMITTNG CENTER AND PULL A ""HU"" PERMIT. THEY WILL ASK FOR A ""HU LETTER"" AND SET UP A FIRE MARSHAL APPROVAL FOR THE ANSUL SYSTEM.  ONCE THE SYSTEM IS APPROVED BY THE HOUSTON FIRE MARSHAL, AND PROPERLY TAGGED BY THE LICENSED FIRE PROTECTION COMPANY, COOKING CAN THEN BE PERFORMED.",GO,JEREMY SMITH
1200,IT IS THE OWNER/OCCUPANTS RESPONSIBILITY TO CORRECT ALL VIOLATIONS FOUND.,GO,JEREMY SMITH
1201,DISCONTINUE THE USE OF THE MULTI PLUG ADAPTER THAT IS ON THE WEST WALL INSIDE THE OCCUPANCY.,GO,JEREMY SMITH
1202,REPLACE THE MISSING CEILING TILE IN THE KITCHEN AREA.,GO,JEREMY SMITH
1203,CITATIONS WILL BE ISSUED IF COMPLIANCE IS NOT OBTAINED.,GO,JEREMY SMITH
1204,THE VENT HOOD SYSTEM OVER THE FRYERS WILL BE REQUIRED TO BE PROFESSIONALLY INSPECTED EVERY 6 MONTHS AND CLEANED IF NECESSARY BASED ON THE INSPECTION.  A SERVICE TAG WILL BE REQUIRED TO BE ATTACHED TO THE VENT HOOD DOCUMENTING THE MOST RECENT SERVICE.,GO,JEREMY SMITH
1209,CREATE AND MAINTAIN A CLEAR WORKING SPACE IN FRONT OF THE BREAKER BOXES.,GO,JEREMY SMITH
1210,REINSPECTION FEES WILL BE APPLIED IF ALL OF THE VIOLATIONS ARE NOT CORRECTED PRIOR TO THE FOLLOW UP INSPECTION.,GO,JEREMY SMITH
1211,REMOVE ALL STORAGE FROM IN FRONT OF THE REAR EXIT AND MAINTAIN A CLEAR PATH OF TRAVEL IN CASE OF AN EMERGENCY.,GO,JEREMY SMITH
1212,IT IS THE OWNER/OCCUPANTS REPSONSIBILITY TO CORRECT ALL VIOLATIONS FOUND.,GO,JEREMY SMITH
1213,CITATIONS WILL BE ISSUED IF COMPLIANCE IS NOT OBTAINED.,GO,JEREMY SMITH
1214,ALL ANSUL SYSTEMS ARE DUE FOR SERVICE IN JANUARY OF 2020.,GO,JEREMY SMITH
1215,REMOVE ALL STORAGE FROM ON OR AROUND THE WATER HEATER.,GO,JEREMY SMITH
1216,ONE VENT HOOD WAS LABELED DIFFERENTLY THAN THE OTHER VENT HOODS AS LAST HAVING BEEN INSPECTED/SERVICED 09-01-19. THIS VENT HOOD IS DUE TO BE INSPECTED/SERVICED BY THE END OF DECEMBER.,GO,JEREMY SMITH
1255,Exits and exit access doors shall be marked by an approved exit sign readily visible from any direction of egress travel.,GO,JEREMY SMITH
